,user_id,screen_name,verified,followers_count
73,1358808144600834049,luisacoelh0_,False,8145
74,1486113179323228168,Nicollaa_rs,False,9
75,56937541,pauller_,False,401
76,1349181635191836678,Nannymil1,False,64
77,776566119884845056,Inflamousboy,False,1101
78,168180357,WagnerBONI_,False,1345
79,1358229453927817216,darkziinexe,False,454
80,180130268,taymends,False,335
81,1387870706038452229,marcelinorafaaa,False,987
82,817143842155692032,_daniellehf,False,248
83,1216089377132163073,Filipe_92r,False,200
84,1429109490071265280,wthvitor,False,131
85,1012787193792823297,ThamirysBin,False,26
86,519043886,MrsCalabasas,False,1766
87,745012817040973824,emanuluc,False,221
88,173245855,borgesblake,False,231
89,1310336291763032065,Ktchau95,False,1665
90,3324067803,DantasLpd,False,16
91,777171192956485632,mirandx_,False,627
92,149269612,fortifyff,False,2126
93,1016492697195044866,LiimaNiickk,False,4224
94,1250604188163325954,artehuff,False,981
95,4221700521,BrunoAguiar1909,False,352
96,1096168320867405827,LivianFirmino,False,25
97,1311003196836458497,dashmoneydevil,False,38
98,112455010,danirockwelll,False,594
99,1104732384677847041,grimessdixon,False,79
100,742457989811015680,tadeshaeu,False,5464
101,37322760,brunabruce,False,31894
102,1075195189327728640,vitinhocofril,False,356
103,1008595614857297922,aryahsl,False,727
104,64217141,carolcabral_,False,1952
105,7092012,DomVargas,False,44
106,82243739,aleshs,False,600
107,110285081,lzpxt,False,507
108,743232060890853376,ElisaBranquinho,False,231
109,1490320892638994433,joycedeliz,False,65
110,1232762298047094785,heloangeli,False,155
111,1431368599344721925,AdemirsonOlive4,False,927
112,228007551,umaidosade28,False,535
113,265112310,DigoPaivaFLU,False,293
114,1612975080,VBitencourt10,False,773
115,75617842,aliineferreira,False,248
116,895625821234356224,carolfurtsant,False,197
117,1446260129834356737,tomfberg,False,134
118,727432279,ja1_Vitor,False,243
119,706636917073448960,wontrikru,False,4512
120,1479317421982900226,caiocaiozo,False,88
121,69757395,joaopriess,False,2341
122,1267876671971110915,ttimota,False,275
123,1476165031565922305,i2flames,False,130
124,278824140,zane_bf,False,2198
125,1538281770965164034,gtbelaxs5,False,69
126,702997499473174528,heslouwtl,False,328
127,1532511592436334601,pachecovine_,False,68
128,767246190161297413,Paola_evellin,False,92
129,29114889,itsmecaia,True,8779
130,1021010330,EdmengoOcta10,False,6008
131,1277393748306124800,lwtismypeace,False,361
132,45952233,chamebabi,False,618
133,1142032356007731201,wxIesca,False,133
134,1320189116068319237,Limanthafive,False,384
135,1391846866791419910,orlandino_rafa,False,54
136,2329655731,bbarcelosx,False,1360
137,1223046318148460544,reuel_andrade,False,227
138,194251341,higorbp,False,319
139,1058583651250814976,_Debnam_,False,322
140,890389886553006081,Igor_Gabriel20,False,306
141,3137050793,VSF1616,False,5372
142,1382358479831191552,KleberGuedesBa1,False,361
143,954051388581040128,lukk4s_2,False,14
144,1053780576203952128,ISeeTheGhosts,False,360
145,53967410,rooselaine,False,374
146,1513687868455198727,dommewolff,False,551
147,1365939227804983296,nsoutiquititas,False,51
148,146522002,aleafare,False,375
149,1242480572523360258,russin_98,False,370
150,55481769,ssocorrosantoss,False,3733
151,853725299288281088,vitoriacrangel,False,458
152,852807045132632064,caslesbs,False,374
153,2559589275,Otzanon,False,206
154,1061614890782261248,ImGroot09201076,False,404
155,802336896559026176,PrincesaCoosta,False,529
156,1062676404024852482,juhwIs,False,252
157,2797992233,phjaboti,False,12
158,1144024174815563783,badgalwewe_,False,77
159,1465147267225108481,ogdias,False,67
160,146052166,clalsl01,False,89
161,1645926889,cartasdogabs,False,4246
162,1084988071186231297,msxcmami,False,641
163,777004061849751554,altairkyeonu,False,133
164,1477012206336331776,amari_ama_,False,143
165,1251890957169156098,sampafight,False,1143
166,1326204005651976198,Emerson63581278,False,32
167,3297842393,loris_nmc,False,1257
168,875830633720885252,brigadeiraorj,False,1267
169,327954662,Laineccorrea,False,487
170,1291452857917542415,csgrucentroII,False,16
171,48110531,Rafa_0710,False,379
172,57744787,thayteretetei,False,971
173,3028780515,louietbrve,False,10680
174,3392913112,_milenaconte,False,658
175,1924096027,Babikkkkkkk,False,2016
176,1379111829385965570,_naclaraaxs,False,49
177,155344776,swiftiebugada,False,3756
178,3246224225,stemends,False,13356
179,43625745,Babenedet,False,123
180,1228299221318750214,JliaCou18431511,False,2486
181,108641644,HeisBizarre,False,2102
182,1023541394504384513,mvrcellevic,False,115
183,513610228,palloma_facco,False,583
184,1466075994024984578,Jooao_010,False,134
185,73588500,sadnesssince94,False,413
186,54565484,psycoriela,False,1171
187,4178049868,de_rocha06,False,984
188,64917495,dimolina,False,703
189,1230867285759406082,eudaniooliveira,False,834
190,1367618677407969280,Calixto53145354,False,76
191,1341117768104615938,GeovanaTrubat,False,457
192,2502539441,c_acfreitas,False,3308
193,1879447471,carousoares,False,328
194,461237233,ritachrispim,False,58
195,1253454528294391808,MoissGuedes5,False,40
196,723518209593323520,FerreiraNetocrf,False,487
197,1476534997645471749,sleepymoonave,False,501
198,1536529301423673344,holydemifvck,False,131
199,3100691002,ehoga_,False,264
200,1536464817934016517,SEPuelMass,False,1
201,57126369,Thaayangelo,False,143
202,896588922607816705,I_Am_Iniquity,False,231
203,323561869,_marialmeidaa12,False,3462
204,946039064553312258,aelintopia,False,4463
205,894686137347973120,witchemichenn,False,906
206,883417244415516673,yaesxiao,False,253
207,39895417,ellencrist__,False,450
208,1191702405118910464,valzanotti1,False,669
209,146971893,laisjrge,False,1508
210,486173675,gioopereira_,False,330
211,315825125,barelynth,False,366
212,1260625146278301696,Byjuann_art,False,1511
213,1033927023113265152,2Henryck,False,55
214,332315066,ThaaynaaR,False,820
215,248329869,luirodriguex,False,949
216,291111189,MyNameIsDarc,False,929
217,3066332950,lukinhaas_fc,False,290
218,1464850520863031300,cintiagostosaa,False,3194
219,1396828963138379783,aninha_dev,False,3067
220,3049665837,caespsantos,False,111
221,2859707577,PEHroca,False,1366
222,4386432311,whysoclara,False,295
223,1266602765314338816,arlettculture,False,1392
224,156630206,anadiq,False,1735
225,2678011471,adnref,False,251
226,201380650,Biagebran,False,262
227,1493219788067377152,GiganteATHLE,False,16
228,1128831116310470658,endieuzinha,False,253
229,1102981662676344832,juliagnees,False,280
230,2361328772,chajudas,False,851
231,61556579,patriciabonoto,False,1826
232,1159327168796790784,GCorote,False,32
233,1199468711146663937,VivToz1er,False,2026
234,1264808480705257473,CarlaMouraLeao,False,810
235,1462119542474301442,HonkingTraderMo,False,551
236,49061969,LinesNobre,False,1624
237,1025201345635266561,LucasH_H_H,False,45
238,760989250229796864,Vrauhalla__,False,104
239,1460675698352402445,m_ry31,False,84
240,1249183956861366273,ReehnatoT,False,72
241,56584294,criseglam,False,243
242,1483122877893423108,bpg0tic,False,13
243,1059824478228766721,LynxGabriel,False,335
244,136707960,tassoslima,False,200
245,1450256221747961856,RockyFLA,False,1931
246,1083553346794020865,brazutte,False,257
247,469686455,giveuperror,False,30354
248,2780528037,mariana2013cost,False,71
249,3405915837,comentamah,False,2471
250,1256245107667369987,helsitwas,False,752
251,887090171526643713,ApenasUmShowz,False,41
252,1169346851650359296,puipuiacabou,False,2975
253,1250068879445024771,i4emierri,False,256
254,43329613,the_zanetti,False,119
255,1158350766891065345,raina_ck,False,3143
256,1438627302275964935,ginjwn,False,97
257,759894354643210240,Rafa_SLZ,False,1633
258,1070675716616962049,ThiagoBragaD,False,186
259,3347195549,Nadreke,False,135
260,1167485812705026048,PedroVictorbfr,False,735
261,1043596338179510272,utayosei,False,52
262,890395221959344128,LuizaMa53414948,False,2050
263,73698812,GlenGlen_S,False,112
264,1110689430292045824,MarciaRo41,False,178
265,1383921765588500483,barbloniaa,False,97
266,1446490117007421441,xnakatax1,False,68
267,854867478769487873,cecvini,False,2620
268,350273377,AmandaQueiroz24,False,229
269,1177784401645752320,falsi_anna,False,652
270,32542899,the_eduardo,False,244
271,1304137820324405249,viajantelirica,False,158
272,369598111,JaanPadilha,False,241
273,1081643341241044992,mitsuaky_,False,417
274,3144141999,matheu_sz,False,283
275,1399392217907798017,br_unasantoss,False,553
276,1438676433061261317,cruz_st4rk,False,225
277,1434909410623729672,vitgabrielind,False,38
278,1303512670205816833,Praa06339587,False,1257
279,1270205152402845698,JordaneAndrade3,False,491
280,791850384914546688,KaioHViegas,False,687
281,1243909447300329475,jackzeiro,False,624
282,60406024,gatolimao,False,544
283,1141045903475859456,kailanecristi,False,942
284,1503019684647649282,eu_thiaguinhoo,False,87
285,1488771104395124736,iapoesy,False,91
286,1405694029300441089,brunycrf,False,313
287,1538162079030513664,maru_goulart,False,2
288,64926852,fullmigasamurai,False,91
289,2993317762,giovanna_negro,False,144
290,176618654,Warley_Lopes,False,4133
291,41384468,Stecanellaa,False,1077
292,2149229867,ingcrvg,False,651
293,54423322,IsabellaSantos_,False,189
294,1506258666009280513,hugoolodum,False,116
295,216367184,guilhermedmatta,False,595
296,3042622491,mabeleleu,False,709
297,1195419713523929089,jessalveess,False,270
298,829294900973826051,KiddaEmilly,False,1840
299,998025967,erdas42,False,343
300,104970758,helaenaqueen,False,8965
301,2976468136,jgdaevil,False,1212
302,1393582745285234688,SexyShe18786220,False,5620
303,194238259,Odinrick,False,191
304,1325666323553263622,teniscomrodinha,False,257
305,874793848542814208,gumoura82,False,27
306,1315686297617473544,ueailuj,False,285
307,3657490175,Flaviofilhojs,False,28
308,494018530,AquilesSSA,False,6425
309,765454052616507392,BonnekaCosta,False,437
310,247443690,Luiz_didu,False,247
311,1007077372544323584,safofo_,False,2420
312,730388038627528704,maaari_batista,False,149
313,741353878201962496,McFavela_Ofc,False,10
314,1484149266432110592,vadia_deles,False,387
315,1213632648012152833,lucilferswife,False,530
316,94635667,sahmedeiros_,False,524
317,1475880587927904256,nibooksluv,False,128
318,1065067565381238785,blequirod,False,225
319,1184261236525076480,dbnaclara,False,287
320,2928150737,Tukalil,False,309
321,1289941113650937856,lbbiaz_,False,65
322,168824915,vicentroberto,False,936
323,1174146637935128576,vicpaysandu,False,1025
324,281831290,beliss1ma,False,440
325,1513254631677247488,ricardosergio02,False,54
326,1243715629066211330,anonimxstar,False,649
327,439201475,mescladecoisas,False,45
328,818730590,ma3gui,False,72
329,239904997,bafreittas_,False,1896
330,1001273605605511169,nubigrl,False,316
331,828772317878685697,Breno4dr,False,110
332,1154946986774319104,mariafenandaaa,False,133
333,1681493688,Estevam_Tr,False,49
334,777880810531717120,ingridribasss,False,4901
335,107102389,juninhocontem,False,3
336,1514308464394309635,Antonyg2022,False,18
337,231922201,jaguazyn,False,1103
338,46935173,marcosniemeyer,False,77
339,3104856874,doispJD,False,426
340,923926165265551360,kalel_gm,False,35
341,3236259440,gabrielaSte01,False,431
342,124294761,messicomigo,False,1420
343,905996036702863360,MafeParisotto,False,476
344,972566266354520065,lalistew,False,235
345,949315882811084800,arcevic_,False,40
346,491719928,_cdeclara,False,223
347,606566673,yuridacsm,False,238
348,4552344088,andreluiznl,False,210
349,1262516961130549249,bratzpreta,False,512
350,825942348068708353,kanandaaudep,False,608
351,1523454182631653376,soufel1z,False,62
352,1023728725400145920,KingOfKanal,False,808
353,1260277194343006211,EL_RUAN09,False,71
354,1440794981027876868,_wemersont,False,42
355,65743642,P0rra_Eric,False,337
356,1539053831664852993,douglaspnog,False,16
357,960345252610629632,9m41h,False,483
358,1250248206019158016,ilumiinadaa22,False,1188
359,810666563808481281,adrydemoura,False,201
360,165231906,anylouze,False,3754
361,1462455957707972616,winxrosx,False,29
362,3394701994,kingtheweeknd,False,3466
363,1324390686960078850,lluisaschmitt,False,195
364,1528680297491058690,Sollpqp,False,4
365,741076688700878848,vBeatrizte,False,1040
366,3997640411,httpsjuless,False,667
367,828812337217990656,pablohenrix,False,461
368,328259096,Leh_machadoV,False,214
369,1305847217815719937,georgiacarvalh,False,138
370,1443994054144970755,BohnsLuiza,False,888
371,2785788911,ribeiro_rubem,False,6
372,1209397648127606784,Tavarezz14,False,66
373,1268667113578921990,regininhalsp,False,18
374,3074178446,norriscoaster,False,494
375,1009113453028691969,Benlocco,False,76
376,2307378073,mo_arievilo,False,380
377,1159495589974945793,lettersforxone,False,3623
378,134362625,SudorioBraganza,False,2297
379,1024987232531349504,vinialmeid_,False,316
380,1252766745997303810,lunsnd1,False,111
381,1256681575036719111,vitoriabr__,False,301
382,790930010949451776,BaccinGiovani,False,377
383,1134644800756625408,caroldav3,False,74
384,1623513139,jubbelandia,False,1852
385,1039691302932307968,OtonielJuniorr,False,39
386,1178328083302162432,lariixls,False,293
387,587623,_Amaaanda_,False,143
388,3042128090,LaraBarroso_lb,False,431
389,2999867269,archivecleo,False,1791
390,762762710178230278,milebinha,False,227
391,1286367351106084864,ilycressworth,False,1594
392,14579710,apyus,False,58309
393,1345702674902224898,patyreborn,False,73
394,3027592699,ERlCA_,False,1685
395,3240116030,zethinna,False,866
396,716131589286195200,victorsantoxxs,False,1242
397,1142204517208993792,zloveisblind,False,346
398,3296125381,Eitaaaporra1,False,218
399,2869628583,DestinyAnahi,False,4072
400,2461426091,quelviieira_,False,39
401,1399491233416945665,thiag0w_,False,293
402,3290343141,madpaynediary,False,3389
403,2961230987,QuimicoFabio,False,35
404,1237901797819404288,ARCTlCDRAGONX,False,1807
405,1445071136,caracacalaca,False,1164
406,831338677783654401,Raphaell_crf,False,6595
407,386271649,Techuparei,False,5312
408,163872372,KIHYEX0,False,1113
409,623195296,spiropirogyra,False,798
410,45744208,njoaojunior,False,530
411,79074621,ThainaBarbosa_,False,443
412,370960374,niolivra,False,798
413,1523303468894670854,Logotrof,False,316
414,80439543,annacomdoisn,False,942
415,1033491626159742976,Rudryan1,False,373
416,1336129025778081793,umjazzz,False,107
417,35765493,alkalino,False,198
418,45213088,eduardoscstr,False,3891
419,1027603403604729858,fernanda_vll,False,1136
420,710821732878254080,shukeban,False,441
421,798900930032898048,laufavaretto,False,184
422,1539337798985056256,JjesusReal,False,5
423,148185024,clarichan_,False,239
424,143630328,Clarisse_Reis,False,155
425,3415947568,AdriaoLucyanna,False,49
426,736729655697387520,CeredaJr,False,482
427,3042935519,earpiestchoni,False,5157
428,3394479279,Marlin_Ribeiro,False,681
429,752686753237041153,thamsfigueiredo,False,11683
430,73642664,gib_bg,False,53
431,53111411,ehanada,False,401
432,1221425248182112256,helyza_,False,70
433,1015305704943570944,aslwrld,False,521
434,1112863680180510725,fe_nandinha13,False,52
435,2966464667,Mhlima158,False,707
436,1228187408505552897,nomesdjbot,False,22
437,1177037839,_isawn,False,3147
438,33053328,thatha_sv,False,2128
439,138246449,vozesdoklaus,False,1340
440,1222163799601373184,RamonSanvie,False,181
441,122950659,geartscript,False,623
442,818294653208379392,uguzera,False,403
443,840774813316722688,GLopes0699,False,34
444,935590577403580416,JBrayansilva,False,266
445,2935968964,stanmydrug,False,1474
446,1273042518997897219,Rodrigohenr2,False,120
447,1079446530598289408,mariadsandrade,False,266
448,1503453984828317698,pretopatriota,False,1116
449,1454237828926279680,conservadora_a,False,740
450,1190337959276564480,Limaswift8,False,102
451,1207624401828618241,RAFISZADACRF22,False,368
452,1146846330049970176,garciaxx__,False,418
453,1076163382435287040,burrabutcoolway,False,130
454,1525124815484510210,ttdakaroliina,False,18
455,1351950772943126528,AngelaMoretti16,False,22
456,65250523,day_santoss,False,148
457,1206391327509889024,brubismattoss,False,32
458,55760040,Gabriel_SSR,False,137
459,3001328114,danibisinela,False,236
460,759564530255093760,Rokard0,False,82
461,985647390756614149,ocaiorj,False,29
462,1319054875,punkzinhaveg,False,56
463,787817726,alexsjnr,False,1089
464,735100856614391808,cintiafofa01,False,329
465,998007878228303873,jumantovanip,False,361
466,2873961709,ohmymary,False,591
467,160738222,lemoscaioGN,False,254
468,132700013,Marciagasparm,False,2295
469,180981398,clabonfim,False,301
470,33383581,Dan_ahazo,False,1326
471,725602819932303360,dricacerejaa,False,3311
472,239124610,xxxxave,False,467
473,1205503586182008833,eublorenza,False,110
474,1227052704318590977,LetitAbeille,False,103
475,49952652,brunouliana,False,1793
476,21209312,Sukitabr,True,45340
477,1464310422463565831,aliancagoias,False,18
478,1037751679981158400,ellanorapark,False,60
479,764950073780342785,CFastudo,False,1615
480,1469876999657340932,ea_blum__,False,92
481,1234903922860531712,tatahf_,False,44
482,1414569371381473283,CaioFra81146899,False,1386
483,2829880905,virnninha,False,206
484,758350964894015488,Marcos_11_66,False,59997
485,863179833647525889,BrprodutorPro,False,101
486,1524024731200114690,gamercearence,False,14
487,374040254,Andradee_Jp,False,1171
488,1391182930085548036,catjoy0,False,83
489,82788732,voarvoar,False,2168
490,42368753,Sergio_CPS,False,1431
491,1389799522705055747,novin_sgl1,False,196
492,277340407,Tuliofla10,False,602
493,967818133246545920,n3gr35c00,False,832
494,1499633333617274880,Michael28250668,False,4
495,75098100,felipetam,False,112
496,1481737314913169409,jsooyart,False,280
497,110727725,Anninha_leticia,False,136
498,930278377700896769,froschzz,False,137
499,2221958952,armmmando,False,491
500,90162935,giiuly_,False,134
501,1214945643736829953,gaabzanelli,False,296
502,1105252558904479746,waIIsweather,False,448
503,233472505,Melgeografa,False,1667
504,3378182321,ThomasOlegario,False,574
505,285851637,adi_martins,False,8668
506,191943479,ribas_guga,False,173
507,175812902,azaradayfria,False,332
508,2883189617,MarieCurie27,False,239
509,2199617348,juliano_mn,False,297
510,1284387784397066242,erienxyz,False,90
511,1166458084404936713,Luuzr1,False,10
512,1038902491608481792,myasccp1910,False,260
513,1326296916,crenanf,False,466
514,1629367999,analeticiacs_,False,87
515,974242791038603264,in6r1dcec,False,1967
516,2802450066,samanthaporto_,False,912
517,332796122,CastanhaMarcio,False,6
518,1332202919320543233,sapamalvada,False,87
519,354556020,obsteflavia,False,2512
520,2760754957,Felipemag8,False,161
521,1448499176711540739,julia_etpssl,False,36
522,123133975,sabinoplays,False,253
523,1054857740865155073,_drikkaleite,False,92
524,1000734494469566464,annie_corab,False,112
525,1328576399553286153,helenaaguilar_,False,290
526,2734236286,MarcioMarks10,False,1226
527,950993133004886016,grazi_anaa,False,54
528,1185331359281274880,deartomlinsunn,False,1013
529,1169847509126017024,recostta_,False,37
530,1485395193360785427,yangbokkie,False,232
531,1267823329659940866,passivo_alemao,False,480
532,718994449158811648,caue_nascim,False,13898
533,1159503479477608449,llic3lice,False,103
534,30070288,exame,True,2884971
535,46929682,marcosjahn,False,178
536,1482930949826428935,Miareidtwitch,False,712
537,3338292149,brruninhhaa,False,252
538,1643365795,luizpachu_,False,2701
539,253605796,DiGtt,False,916
540,76697806,Luaemgemeos_,False,2273
541,65887161,nobvio_,False,892
542,1036461010150928385,MaurinhoPorao,False,127
543,234572085,andre_cvlcnt,False,4606
544,81134416,alinior_,False,585
545,1305542716185604096,thelouis91t,False,309
546,367276675,hatakatsuki,False,1392
547,751849205174562816,peopleyouknown,False,959
548,1249927568314294272,Rosa1Isabele,False,175
549,1266383300773449730,SempreContigo20,False,101
550,1347532344836706306,geovaanacarvalh,False,344
551,1234134877089521665,bleedingtriceps,False,673
552,951501310335086592,bpktlove,False,2749
553,2296839240,PriBritney,False,4036
554,163274544,Douglasadrjj,False,460
555,1475334897543921666,Little_Ruuan,False,85
556,1171775152331403273,Milenaffraga2,False,75
557,1445120723203284992,JoaoLopes_097,False,261
558,1348687430082293762,Luamartinsnavoz,False,299
559,117886172,nwpcjr,False,132
560,2267434580,hartbarbosa,False,1205
561,808921043356286976,strafezin,False,190
562,1119308552328437762,_gioferreir,False,303
563,901995731309002753,PedrOM_Frizzo,False,80
564,949325784019341312,michxll_77,False,528
565,1289703561601875968,moonysbee,False,4032
566,82365092,pame49,False,91
567,3355261443,PamelaAlarcoon,False,427
568,160953024,d4rklipstick,False,4644
569,853612782612344832,phvitorino,False,107
570,1185318714750787585,FelipeCoutinh1,False,616
571,723108617843515392,rhysandarling,False,4426
572,4809558340,vineyonce,False,6103
573,3637908147,crvgallane11,False,480
574,1245180816596045827,BadGalLivinha,False,46
575,3312079473,taehycher,False,555
576,49054197,mahlm,False,79
577,12042172,mrclmlt,False,731
578,993554791442808832,kaioh1998,False,213
579,1357077645507391489,GustavoAndrBra1,False,88
580,2427405039,guinflores,False,446
581,3100860581,CostaGutobcosta,False,190
582,1368355286990417924,Lillithyup,False,120
583,1285184377274748929,katnisstjms,False,2058
584,853241220558204928,ESQUILUD0,False,132
585,401541289,fabioodarosa,False,781
586,1493037965307781123,rowaelinsoul,False,110
587,1519265279271911428,acaidobaraoam,False,1
588,3002158193,PlQUEREZ,False,4340
589,2736385543,AmandaDjehdian,True,103835
590,1253789601459822593,jacobsensata,False,166
591,1525688022976667649,eiIllish,False,205
592,993648338598793216,Raffael_Soares_,False,23
593,801836835362275328,heroialcoolatra,False,160
594,1444687127778783235,helenslyle,False,194
595,1455739615881613313,LeobruOficial,False,86
596,248869097,bcsv_12,False,467
597,77567754,Im_Naat,False,578
598,182522815,_BrunoMedeiros_,False,60
599,934132633407229953,raulalfalrisha,False,18649
600,55116487,Hakai_no_Hate,False,1103
601,847426403926589441,lionEleven11,False,132
602,1504768780924239877,Luinha_do_ceu,False,23
603,1005080132015607808,lidiaarod,False,52
604,1527597688132362241,ClintVega_,False,32
605,1130983343628201984,kamramaroon,False,330
606,1313679162708832256,Doisde19,False,382
607,855161294542045184,moondesu,False,153
608,1038089937583857664,rodrigo_y7y,False,180
609,206874704,andreyocosta,False,475
610,791079482824220672,alufps,False,247
611,1259561299828248578,gudebrito,False,17
612,1205796346676023297,Hikenba,False,410
613,1340088162421497861,bah_ester,False,172
614,505818098,lonesom_tonight,False,272
615,80965020,brunacancelier,False,371
616,1018684817813196805,feeh_alencaar,False,976
617,293795176,fe_lameirao,False,1171
618,1529915729608331282,ffmbrg,False,621
619,1296935092590383105,chifuymatsu,False,250
620,49788650,RenanEru,False,1028
621,3293107972,Pequena_Oriana,False,698
622,314882192,drunkniall0ser,False,2328
623,86621684,delianacosta,False,47
624,1174856854020722688,xjujubinha,False,230
625,2572974378,Scarfacer_Sodre,False,31
626,184021542,enzoborb,False,1504
627,1054532299348426753,2D_PILOTO_XTZ,False,1764
628,1388572239767998464,MahzinhaDj,False,7
629,57075568,_Hyagoc,False,599
630,4877791557,brusiIvx,False,3578
631,160716496,sambuncelha,False,2575
632,2586299820,SusieMendess,False,1230
633,1473808664972742658,httpsjulya,False,69
634,290712867,jusstino,False,534
635,1331346073223360514,isafrosas,False,112
636,837830173202472964,Bsouza_lm,False,993
637,252052109,_ahpaula,False,395
638,1068120586671570945,uranosad,False,160
639,1416295020827750406,rskpet,False,17
640,79019752,exuao,False,419
641,3353144625,thomazdiva5,False,19
642,335400216,heeynaninha,False,437
643,1529296237911998464,ESsobrenatural1,False,129
644,1143272743074504705,samylacordeiiro,False,263
645,1425468452823838726,derepentesah,False,7
646,45352552,kinkinoguuwa,False,560
647,36384748,jaquelinebris,False,738
648,148884142,renata_vhp,False,243
649,1524041391013310464,___iansantana,False,39
650,61243321,mary_chaves,False,92
651,1439409051100762120,Rodrigo10_sx,False,97
652,217627557,PhelipePiKeNu,False,181
653,2279879988,gabrielbordin3,False,241
654,1440802528187224066,ccrypto_locker,False,4
655,1331674488753238016,ByllaOSS,False,316
656,935793200178122752,almasyasmim_,False,268
657,3670236563,ana_andrighetti,False,1641
658,880553181993992193,Renato05939499,False,195
659,187229789,Gratona_,False,392
660,1278021290251730945,tiojota_33,False,142
661,73272348,wtfkates,False,14608
662,900177955,drugslytherin,False,3547
663,914185536,boikomarta,False,1045
664,1391733421563592705,Syuting_,False,131
665,1435770774934130691,iknwpIcs,False,450
666,1119795296593117185,mandicaandrioni,False,147
667,4704071781,herozin_,False,195
668,824966985259835393,LEANDROMOURA94,False,55
669,835888683580600320,ShiroTokke,False,109
670,3203011360,naluizaaaa,False,544
671,3038729249,kenobitches,False,2429
672,214467686,marciafmm,False,239
673,1297725815657050112,omanuelcosta,False,77
674,2266372753,bruno7rafa,False,199
675,320878328,nicoleleconi,False,343
676,1519790103501148161,jostensworld,False,92
677,3317243350,trouxacrf,False,611
678,1228560188,raphabardes,False,177
679,4279859488,Cassya27,False,2441
680,826648207832784896,jacksonsenab,False,23
681,1336646464001495040,_wasabs,False,242
682,1293736611927162880,cressendale,False,1112
683,1221555574422351872,cosimascience_,False,317
684,867346484777406464,littleboss157,False,172
685,1432082542400782337,padilhaxxx,False,82
686,2342246442,aanors_art,False,289
687,82674158,gigis_ps,False,135
688,1203209218603532288,gigivlrt,False,956
689,826427924312158208,Bruno_sep14,False,82
690,1159025645336301570,jjkxllk,False,166
691,170563328,Mah856,False,712
692,1014607211560099840,addiecarstairs,False,74
693,738730130244304897,ShiakuSan,False,5361
694,1019792735795077120,pitanga99,False,588
695,1148972920745734144,Brooklynt1mes,False,109
696,1158520375279575040,charlesbvieiraa,False,177
